Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Marked as,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Gene ID,# Razor Peptides,"Abundances (Normalized): F1: Sample, Flg22","Abundances (Normalized): F2: Sample, Flg22","Abundances (Normalized): F3: Sample, Flg22","Abundances (Normalized): F4: Sample, Flg22","Abundances (Normalized): F5: Sample, Mock","Abundances (Normalized): F6: Sample, Mock","Abundances (Normalized): F7: Sample, Mock","Abundances (Normalized): F8: Sample, Mock",Ratio log2(flg22/Mock),T-Test,,,,,,
High,IsMasterProtein,Q94K71,CBBY-like protein OS=Arabidopsis thaliana OX=3702 GN=CBBY PE=1 SV=1,0,Athaliana,160.406,63,21,224,21,319,34.2,8.06,444.93,21,ath:AT3G48420; Q67ZZ0; Q8LCE8; Q94K71; Q9STM2,0,890593134.1,283052028.2,405151191.9,202758567.6,828335311.1,629495456,419728808.9,392155869.6,-0.349374479,0.274383967,,,,,,
High,IsMasterProtein,Q9C7F7,Non-specific lipid transfer protein GPI-anchored 1 OS=Arabidopsis thaliana OX=3702 GN=LTPG1 PE=2 SV=1,0,Athaliana,48.199,31,6,121,6,193,19.7,7.65,184.58,6,ath:AT1G27950; Q570M7; Q8LEI0; Q9C7F7,0,510057631.1,744970728.6,594499622.3,576113970.1,419001148.6,534155506.8,635276652.5,579661389.4,0.161938839,0.334637982,,,,,,
High,IsMasterProtein,Q8LD49,"Thioredoxin X, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ATHX PE=2 SV=2",0,Athaliana,38.326,26,4,59,4,182,19.6,8.88,100.98,4,ath:AT1G50320; Q8LD49; Q9SEU5; Q9SX49,0,123105018.2,217280943.9,156505058.7,109311094.9,104391022.9,126992620.2,99192002.36,166511709.8,0.286299482,0.453177983,,,,,,
High,IsMasterProtein,Q93ZH0,LysM domain-containing GPI-anchored protein 1 OS=Arabidopsis thaliana OX=3702 GN=LYM1 PE=1 SV=1,0,Athaliana,81.907,22,7,116,5,416,43.5,5.07,259.21,7,ath:AT1G21880; Q5XF34; Q93ZH0; Q9SFE8,0,60341791.6,105720875.7,141968224.9,173310400,42250646.45,68492870.19,129563280,112638575,0.447615289,0.060327187,,,,,,
High,IsMasterProtein,Q9LMJ7,"2-oxoadipate dioxygenase/decarboxylase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g07040 PE=1 SV=1",0,Athaliana,91.509,54,16,60,16,371,40.6,8.78,112.89,16,ath:AT1G07040; Q9LMJ7,0,30856830.36,10922639.24,12403836.58,4220147.787,35984544.34,17861014.92,12621928.77,13645387.52,-0.455980435,0.068563363,,,,,,
High,IsMasterProtein,O03983,Probable desiccation-related protein LEA14 OS=Arabidopsis thaliana OX=3702 GN=LEA14 PE=1 SV=1,0,Athaliana,31.191,36,4,15,4,151,16.5,4.96,25.02,4,ath:AT1G01470; O03983; Q42314,0,14350970.92,10466912.78,4896860.531,4099440.955,18829431.15,15955407.19,5085235.437,9788193.469,-0.554405332,0.054043311,,,,,,
High,IsMasterProtein,A0A1P8ATL2,Chloroplast RNA binding protein OS=Arabidopsis thaliana OX=3702 GN=CRB PE=1 SV=1,0,Athaliana,186.821,69,20,246,20,379,43.2,7.12,552.97,20,A0A1P8ATL2,0,196624565.6,625740283.1,625643907.2,207357197.1,91863334.12,442399822.7,137325989.7,406148325.2,0.619144398,0.381628455,,,,,,
High,IsMasterProtein,P34802,"Heterodimeric geranylgeranyl pyrophosphate synthase large subunit 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GGPPS1 PE=1 SV=2",0,Athaliana,31.107,23,6,28,6,371,40.1,6.64,42.58,6,ath:AT4G36810; O23201; P34802,0,6011297.645,6144123.58,8574150.983,2859208.908,8100838.918,8450730.669,7202094.203,5070208.406,-0.289163287,0.23970912,,,,,,
High,IsMasterProtein,P46283,"Sedoheptulose-1,7-bisphosphatase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g55800 PE=2 SV=1",0,Athaliana,287.722,59,25,576,25,393,42.4,6.57,1276.01,25,ath:AT3G55800; P46283; Q940F8,0,6207523712,1674885412,1725222650,1324980804,6804712775,3277676659,2132202745,2617951585,-0.440127835,0.041056633,,,,,,
High,IsMasterProtein,Q9SFT9,PPPDE putative thiol peptidase family protein OS=Arabidopsis thaliana OX=3702 GN=T1B9.26 PE=1 SV=1,0,Athaliana,7.612,13,2,5,2,265,28.8,5.82,6.9,2,ath:AT3G07090; Q9SFT9,0,1602662.589,1812503.845,1498628.634,,2854529.94,556158.4745,,223078.8281,0.435371679,0.998863417,,,,,,
High,IsMasterProtein,Q9FNK4,"Ornithine aminotransferase, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=DELTA-OAT PE=1 SV=1",0,Athaliana,31.021,25,8,15,8,475,52.1,7.44,24.78,8,ath:AT5G46180; Q9FNK4,0,9330923.272,2675991.373,1932398.653,959860.9913,5157385.474,4576741.374,3835448.328,3671024.078,-0.210577542,0.738403546,,,,,,
High,IsMasterProtein,Q9ZW13,Tropinone reductase homolog At2g29290 OS=Arabidopsis thaliana OX=3702 GN=At2g29290 PE=2 SV=1,0,Athaliana,43.226,29,6,45,4,262,28.4,5.43,111.05,6,ath:AT2G29290; F4IKL4; Q9ZW13,0,12388698.54,10507467.87,19850315.4,9964291.67,12490171.49,25281162.19,16885218.66,11778315.5,-0.333842765,0.444603473,,,,,,
High,IsMasterProtein,Q9M898,AT3g02420/F16B3_5 OS=Arabidopsis thaliana OX=3702 GN=At3g02420 PE=1 SV=1,0,Athaliana,6.389,4,1,10,1,348,39.6,9.64,20.98,1,Q9M898,0,1183227.766,5362385.659,5756585.106,3377401.873,368372.3841,2939695.608,2518532.592,3787260,0.705701005,0.160047245,,,,,,
High,IsMasterProtein,Q84W75,Cysteine proteinases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g29090 PE=1 SV=1,0,Athaliana,56.903,28,8,63,8,355,39.9,6.54,122.13,8,ath:AT1G29090; Q84W75,0,37248988.88,29877858.38,19248737.73,29101554.56,34059558.73,13985669.71,20875344.68,25768613.49,0.28633569,0.2595068,,,,,,
High,IsMasterProtein,A0A1I9LRM8,Pectinesterase OS=Arabidopsis thaliana OX=3702 GN=PME34 PE=1 SV=1,0,Athaliana,40.725,12,8,19,7,643,70.6,9.04,30.08,8,A0A1I9LRM8,0,,1270770.953,1158294.619,,459638.2076,3173448.172,5643511.416,2410240.5,-1.266411342,0.244586898,,,,,,
High,IsMasterProtein,F4HTT6,"Peptidyl-prolyl cis-trans isomerase CYP26-2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CYP26-2 PE=2 SV=1",0,Athaliana,4.642,5,1,3,1,317,34.4,9.47,8.35,1,ath:AT1G74070; F4HTT6; Q8W4C6; Q9C9C7,0,1656723.055,645219.2424,,,1134396.212,591911.1063,184564.1907,688222.1875,0.824843026,0.435251433,,,,,,
High,IsMasterProtein,Q9M2Z4,Membrane steroid-binding protein 2 OS=Arabidopsis thaliana OX=3702 GN=MSBP2 PE=1 SV=1,0,Athaliana,45.162,38,5,40,4,233,25.4,4.63,113.07,5,ath:AT3G48890; Q9M2Z4; Q9XFM5,1,18235680.25,28838994.99,24267559.59,16480820.74,14819528.9,16680993.27,19910086.97,23125552.25,0.236659208,0.452421658,,,,,,
High,IsMasterProtein,F4KDK1,Calcineurin-like metallo-phosphoesterase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=MCK7.7 PE=1 SV=1,0,Athaliana,23.183,22,5,20,5,309,34.1,6.54,23.13,5,ath:AT5G58200; F4KDK1,0,7117512.31,1621961.595,4247809.125,1710257.525,6168596.633,1757815.282,1223462.335,670227.25,0.581764917,0.161046391,,,,,,
High,IsMasterProtein,P25857,"Glyceraldehyde-3-phosphate dehydrogenase GAPB, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GAPB PE=1 SV=2",0,Athaliana,270.699,65,30,430,25,447,47.6,6.8,902.34,30,ath:AT1G42970; P25857; Q0WL92; Q9C7S2,6,1797492270,2009305592,2388084979,950705104.3,1398256628,3000234395,2281811430,2258141249,-0.322970939,0.358389075,,,,,,
High,IsMasterProtein,Q05758,"Ketol-acid reductoisomerase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g58610 PE=1 SV=2",0,Athaliana,173.514,40,19,158,19,591,63.8,6.8,340.15,19,ath:AT3G58610; Q05758; Q42559,0,102429467.6,145215998.3,146323259.4,56711289.99,79276210.11,214638640.4,142177894,161116449.1,-0.406132898,0.311217251,,,,,,
High,IsMasterProtein,Q75W54,Mannosylglycoprotein endo-beta-mannosidase OS=Arabidopsis thaliana OX=3702 GN=EBM PE=1 SV=3,0,Athaliana,366.29,63,46,423,46,944,107.6,6.46,875.08,46,ath:AT1G09010; O04029; Q75W54,0,171706446,238062142.3,214363793.7,220736269.3,185537346.4,231116115,322247403.1,233246053.5,-0.202447293,0.305212832,,,,,,
High,IsMasterProtein,Q8L5Y8,Thioredoxin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g65840 PE=1 SV=1,0,Athaliana,12.816,13,3,14,3,275,29.9,8.28,25.63,3,ath:AT5G65840; Q8L5Y8,0,2454254.798,2507306.411,1488590.813,821238.5082,6882258.565,4230554.93,637579.3386,3888946.875,-1.104876417,0.160083937,,,,,,
High,IsMasterProtein,Q9LZD8,UDP-glycosyltransferase 89A2 OS=Arabidopsis thaliana OX=3702 GN=UGT89A2 PE=2 SV=1,0.004,Athaliana,3.023,2,1,2,1,465,50.9,5.88,0,1,ath:AT5G03490; Q9LZD8,0,9660422.245,411589.8144,257760.6968,,228084.8184,505609.8476,,199714.4063,3.468155217,0.506345514,,,,,,
High,IsMasterProtein,Q9FPJ5,Leucine-rich repeat protein 1 OS=Arabidopsis thaliana OX=3702 GN=LRR1 PE=1 SV=1,0,Athaliana,44.843,28,5,49,5,218,24.1,6.01,95.11,5,ath:AT5G21090; Q9FPJ5,0,18833044.32,43950640.01,59775518.63,51874105.85,15827508.57,18670103.16,48234936.82,42528639.5,0.477736088,0.079004559,,,,,,
High,IsMasterProtein,Q9C9P9,At1g75030 OS=Arabidopsis thaliana OX=3702 GN=TLP-3 PE=1 SV=1,0,Athaliana,30.719,22,3,19,3,246,25.4,5.19,48.94,3,ath:AT1G75030; Q9C9P9,0,,1176393.57,1119262.807,5133357.131,3020904.903,890570.3808,21020770.32,5263842.125,-1.608081589,0.427227529,,,,,,
High,IsMasterProtein,Q9LKR8,"Rubisco accumulation factor 1.1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RAF1.1 PE=1 SV=1",0,Athaliana,82.845,43,15,77,15,434,48.2,5.07,158.07,15,ath:AT5G28500; F4K8I9; Q9LKR8,0,32733505.12,18616117.44,26559680.44,7189026.309,21398213.92,28506895.35,37423857.29,21013444.59,-0.34839539,0.388525072,,,,,,
High,IsMasterProtein,Q39101,"Ferritin-1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FER1 PE=1 SV=1",0,Athaliana,43.092,36,7,33,6,255,28.2,6.11,66.47,7,ath:AT5G01600; Q39101; Q8LG19,0,7679239.982,8399598.801,5708430.522,1962728.308,6265732.38,2561652.55,6669943.381,355457.6875,0.583190964,0.25704209,,,,,,
High,IsMasterProtein,Q93W20,"NifU-like protein 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NIFU2 PE=1 SV=1",0,Athaliana,13.206,28,3,6,3,235,25.6,5.35,14.32,3,A8MS35; ath:AT5G49940; Q93W20; Q9LTX6,0,1188776.071,3323087.3,3245750.361,1335223.336,2552226.804,2189590.076,,3826074.188,-0.329247135,0.486224005,,,,,,
High,IsMasterProtein,Q9S7W4,AT3g07720/F17A17_6 OS=Arabidopsis thaliana OX=3702 GN=F17A17.6 PE=1 SV=1,0,Athaliana,110.509,60,15,96,15,329,35.7,5.22,225.61,15,A0A178VBV3; ath:AT3G07720; Q9S7W4,0,46419850.84,31571372.44,39317279.73,16179193.58,62411601.58,48346246.31,31992393.19,29008176.86,-0.363674031,0.191550958,,,,,,
High,IsMasterProtein,Q944I4,"D-glycerate 3-kinase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GLYK PE=1 SV=2",0,Athaliana,175.648,51,24,236,24,456,51,7.14,488.93,24,A8MQE0; ath:AT1G80380; Q8LFL2; Q944I4; Q9C5L9; Q9C967,0,508630151.5,556890548.7,466601665.8,225509615.3,557863614.3,599790907.8,428686316.6,491284135.9,-0.241302235,0.306269209,,,,,,
High,IsMasterProtein,Q9M9K1,"Probable 2,3-bisphosphoglycerate-independent phosphoglycerate mutase 2 OS=Arabidopsis thaliana OX=3702 GN=PGM2 PE=1 SV=1",0,Athaliana,309.488,77,37,317,24,560,60.7,5.85,662.84,37,A0A178VFA2; ath:AT3G08590; B9DFU6; Q8LF55; Q9M9K1,11,421104591.3,233769431.6,296137920.7,151185575.7,236144851.1,420984459.3,372085352.8,307396117.3,-0.27819663,0.53786999,,,,,,
High,IsMasterProtein,P05466,"3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At2g45300 PE=1 SV=3",0,Athaliana,104.537,37,19,111,6,520,55.7,6.7,199.57,19,ath:AT2G45300; O22142; P05466; Q501E1,12,81585212.29,39558854.6,54936493.08,18346993.25,105207542.2,64206556.83,37514242.49,54294721.19,-0.42604959,0.249152845,,,,,,
High,IsMasterProtein,C0LGL9,LRR receptor-like serine/threonine-protein kinase FEI 2 OS=Arabidopsis thaliana OX=3702 GN=FEI2 PE=1 SV=1,0,Athaliana,23.612,11,4,15,4,589,64.3,6.23,34.4,4,ath:AT2G35620; C0LGL9; Q0WLU4; Q9ZQN5,0,3294160.163,4299417.879,4286867.998,7930658.208,5315337.818,2060864.991,20959134.43,22955276,-1.372385524,0.192624893,,,,,,
High,IsMasterProtein,Q7XA74,Inactive GDSL esterase/lipase-like protein 25 OS=Arabidopsis thaliana OX=3702 GN=MVP1 PE=1 SV=1,0,Athaliana,72.908,36,11,65,11,417,46.1,6.73,119.45,11,ath:AT1G54030; Q7XA74; Q8LA76; Q9SYF9,0,24143035.89,26024033.71,20898427.27,15766583.5,17364841.61,39474966.47,21747619.71,31280382.44,-0.339468704,0.355824532,,,,,,
High,IsMasterProtein,Q8VZG7,Ribonuclease TUDOR 1 OS=Arabidopsis thaliana OX=3702 GN=TSN1 PE=1 SV=1,0,Athaliana,49.44,16,14,35,6,991,108.2,7.3,41.59,14,ath:AT5G07350; F4K6N0; Q8VZG7; Q9LY25,0,,2038.604239,223749.0841,,1625681.717,1770807.791,190323.3039,142145.6719,-3.045734008,0.512029257,,,,,,
High,IsMasterProtein,P51818,Heat shock protein 90-3 OS=Arabidopsis thaliana OX=3702 GN=HSP90-3 PE=1 SV=2,0,Athaliana,174.404,44,33,175,1,699,80,5.05,343.87,33,ath:AT5G56010; O03985; P51818; Q8VYT8; Q94A60; Q9FKU5,26,158807431,44819723.45,48804139.05,23174777.9,78205868.19,90569377.35,93343302.04,61726082.56,-0.232694152,0.72261905,,,,,,
High,IsMasterProtein,P25697,"Phosphoribulokinase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g32060 PE=1 SV=1",0,Athaliana,311.192,75,27,610,27,395,44.4,6.05,1316.42,27,ath:AT1G32060; P25697,0,4815779744,4294313252,3646391883,1864742233,6067544154,5541599635,3842721329,2975981811,-0.333823122,0.033150965,,,,,,
High,IsMasterProtein,Q9ZR07,"Frataxin, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=FH PE=1 SV=2",0,Athaliana,7.433,14,2,3,2,187,21.4,6.21,4.37,2,ath:AT4G03240; Q6GKV0; Q9ZR07,0,,735036.6465,628218.1251,,1310377.264,,752292.5363,,-0.597457683,#DIV/0!,,,,,,
High,IsMasterProtein,Q9FIA0,UDP-glycosyltransferase 76C2 OS=Arabidopsis thaliana OX=3702 GN=UGT76C2 PE=1 SV=1,0,Athaliana,31.16,24,8,23,8,450,50.4,5.38,35.98,8,ath:AT5G05860; Q9FIA0,0,6562976.619,598617.3678,2453792.765,998300.6551,5914566.211,3255478.27,2825866.971,1644867.5,-0.362000067,0.354030778,,,,,,
High,IsMasterProtein,O64883,"Beta-glucosidase 26, peroxisomal OS=Arabidopsis thaliana OX=3702 GN=BGLU26 PE=1 SV=1",0,Athaliana,64.966,30,14,56,13,560,63.9,5.96,85.36,14,ath:AT2G44490; O64883,1,15669846.47,7765811.395,5686955.96,4481929.677,13484759.53,10229676.97,8935322.432,7810601.031,-0.267852849,0.283223935,,,,,,
High,IsMasterProtein,Q8LG98,OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 1 OS=Arabidopsis thaliana OX=3702 GN=OTU1 PE=1 SV=2,0,Athaliana,13.427,18,4,6,4,306,34.4,4.69,8.38,4,ath:AT1G28120; K9M9G0; Q8LG98; Q9C7E1,0,1173166.764,643742.0875,1755929.893,255154.7401,11982046.89,508709.9785,1212097.335,966204.0313,-1.938115973,0.391290008,,,,,,
High,IsMasterProtein,F4JTE7,"(DL)-glycerol-3-phosphatase 1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GPP1 PE=1 SV=1",0,Athaliana,14.511,19,4,10,2,298,33.1,8.05,21.74,4,ath:AT4G25840; F4JTE7; Q8GW23; Q8L8P9; Q9SW01,0,984306.5789,1556338.685,520199.0224,332221.4387,,1410593.914,709542.8425,1133109.688,-0.354328239,0.416629118,,,,,,
High,IsMasterProtein,Q9FJZ7,AT5G66420 protein OS=Arabidopsis thaliana OX=3702 GN=At5g66420 PE=1 SV=1,0,Athaliana,11.532,7,5,6,5,754,80.7,5.73,3.61,5,ath:AT5G66420; Q9FJZ7,0,854242.3843,710798.2384,1415861.649,120463.125,793979.0259,1671679.568,1312632.745,568627.6406,-0.487089694,0.301500206,,,,,,
High,IsMasterProtein,Q94IU8,Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g19050 PE=1 SV=1,0,Athaliana,26.324,22,7,12,7,361,38.4,6.05,16.29,7,ath:AT5G19050; Q94IU8,0,2833476.796,887850.5465,2247833.711,493518.3342,2438465.978,1802643.061,1926010.681,1721120.938,-0.287571145,0.456411574,,,,,,
High,IsMasterProtein,O22784,Plasmodesmata-located protein 3 OS=Arabidopsis thaliana OX=3702 GN=PDLP3 PE=1 SV=2,0,Athaliana,25.844,20,4,18,3,304,32.6,8.73,48.93,4,ath:AT2G33330; O22784; Q94B68,0,,4012082.505,4174886.458,4878366.443,2328927.211,6369349.867,9766485.194,9465558.5,-0.681050482,0.04853607,,,,,,
High,IsMasterProtein,Q9SMN0,Probable carboxylesterase 12 OS=Arabidopsis thaliana OX=3702 GN=CXE12 PE=1 SV=1,0,Athaliana,134.464,55,13,128,13,324,35.5,5.43,297.8,13,ath:AT3G48690; Q0WVA6; Q8VZG3; Q9SMN0,0,72451589.03,59703010.55,89033284.46,23159482.47,128285298.1,97183460.13,54617190.77,52454666.03,-0.444597,0.342966178,,,,,,
High,IsMasterProtein,Q9LZ82,Protein BTR1 OS=Arabidopsis thaliana OX=3702 GN=BTR1 PE=1 SV=1,0,Athaliana,49.753,35,9,44,9,313,33.8,6.01,73.37,9,ath:AT5G04430; B9DH67; F4JW99; Q9LZ82,0,16165924.45,16344137.83,12300337.83,3283878.511,35256426.58,29626622.05,3943227.384,28127542.44,-1.01143244,0.190705165,,,,,,
High,IsMasterProtein,Q9LV65,At5g48490 OS=Arabidopsis thaliana OX=3702 GN=DIR1-LIKE PE=1 SV=1,0,Athaliana,25.623,46,4,33,4,101,10.7,6.93,69.27,4,ath:AT5G48490; Q9LV65,0,9821694.906,28310658.31,32587877.04,54819419.78,6323796.592,82155084.46,262808311.2,104657551,-1.8607159,0.203168034,,,,,,
High,IsMasterProtein,Q42340,Small ribosomal subunit protein uS9x OS=Arabidopsis thaliana OX=3702 GN=RPS16C PE=2 SV=1,0,Athaliana,17.439,38,5,10,5,146,16.6,10.2,11.86,5,ath:AT5G18380; Q42340,0,3092584.969,1302887.815,1484828.906,692497.8108,,409243.5775,1653811.384,984242.5,0.693940143,0.738312865,,,,,,
High,IsMasterProtein,Q9M2W2,"Glutathione S-transferase L2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GSTL2 PE=2 SV=1",0,Athaliana,97.23,59,13,103,12,292,33,7.28,239.86,13,ath:AT3G55040; Q8GXL1; Q9M2W2,1,98397965.7,133454578.1,84034740.63,65951035.13,114807647.6,101775573.7,96908657.81,117878768.1,-0.175966119,0.522033862,,,,,,
High,IsMasterProtein,Q949U7,"Peroxiredoxin-2E, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PRXIIE PE=1 SV=2",0,Athaliana,136.144,60,14,211,14,234,24.7,9.03,435.85,14,ath:AT3G52960; Q949U7; Q9LF96,0,527707336.9,853187267.6,652266277.2,283073563.6,750054706.6,817640793.5,514562693.9,705047084.8,-0.267089734,0.420779658,,,,,,
High,IsMasterProtein,Q8RY79,Phenylacetaldehyde synthase OS=Arabidopsis thaliana OX=3702 GN=ELI5 PE=1 SV=1,0,Athaliana,41.713,24,9,18,9,490,54.4,6.29,31.08,9,ath:AT2G20340; F6L7A0; Q8RY79; Q9SK68; Q9SMY2; Q9SMY3,0,5275228.158,1644831.055,2467770.674,,7211267.358,4507437.218,3564678.319,2495330.188,-0.506249794,0.061211778,,,,,,
High,IsMasterProtein,Q9SSL0,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) OS=Arabidopsis thaliana OX=3702 GN=At1g70820 PE=1 SV=1",0,Athaliana,166.773,51,29,184,29,615,67.3,5.94,382.43,29,Q9SSL0,0,178193200.7,61594383.19,81057995.18,32916827.63,294670249.8,117897750.6,66619923.61,75732536.99,-0.649500254,0.157979992,,,,,,
High,IsMasterProtein,A0A1I9LRV3,Actin depolymerizing factor 2 OS=Arabidopsis thaliana OX=3702 GN=ADF2 PE=1 SV=1,0,Athaliana,28.895,36,4,20,3,156,17.9,7.03,38.12,4,A0A1I9LRV3,0,3731580.449,7213105.608,3205601.376,1742794.541,3107595.726,10682677.86,4871366.546,3994321.109,-0.511491784,0.143423868,,,,,,
High,IsMasterProtein,Q9FYA6,"Branched-chain-amino-acid aminotransferase 5, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=BCAT5 PE=1 SV=1",0,Athaliana,76.118,38,14,85,8,415,45.6,7.87,130.29,14,ath:AT5G65780; O49539; Q9FLG9; Q9FYA6,0,47087210.78,13082290.68,12196149.86,7749128.279,67336355.28,25221124.68,14874726.73,15766757.63,-0.620849807,0.062161826,,,,,,
High,IsMasterProtein,Q9LXT3,Multiprotein-bridging factor 1b OS=Arabidopsis thaliana OX=3702 GN=MBF1B PE=1 SV=1,0,Athaliana,35.678,21,5,17,4,142,15.6,9.99,42.34,5,ath:AT3G58680; Q9LXT3,0,2066036.89,6553843.333,1166025.187,632032.321,1938782.493,5821677.08,1913609.055,3919118.625,-0.383814052,0.435767893,,,,,,
High,IsMasterProtein,P41376,Eukaryotic initiation factor 4A-1 OS=Arabidopsis thaliana OX=3702 GN=EIF4A1 PE=1 SV=1,0,Athaliana,66.002,42,16,59,2,412,46.7,5.68,103.34,16,ath:AT3G13920; P41376; Q0WWD9; Q546P0; Q8LBZ6; Q8RXF3; Q94CM1,10,14501573.3,19608864.11,22706643.92,3352631.601,23266448.18,29930376.16,13264447.76,14554437.63,-0.429164214,0.366422598,,,,,,
High,IsMasterProtein,Q9SHH7,Glutathione S-transferase U25 OS=Arabidopsis thaliana OX=3702 GN=GSTU25 PE=1 SV=1,0,Athaliana,5.861,7,2,10,1,221,25.6,5.3,12.5,2,ath:AT1G17180; Q9SHH7,0,2388293.585,16314752.69,20807306,1284096.403,3480293.88,27857829.74,11603079.2,20323441.5,-0.633026626,0.429073759,,,,,,
High,IsMasterProtein,P82750,Putative defensin-like protein 154 OS=Arabidopsis thaliana OX=3702 GN=LCR35 PE=3 SV=1,0,Athaliana,17.173,35,2,10,2,78,8.4,5.19,25.54,2,ath:AT2G22121; P82750,0,,5102599.431,561628.4355,2082549.635,324923.9761,7258496.003,17513648.74,19355185.31,-2.105550867,0.135531521,,,,,,
High,IsMasterProtein,Q93Y35,26S proteasome non-ATPase regulatory subunit 6 homolog OS=Arabidopsis thaliana OX=3702 GN=RPN7 PE=1 SV=1,0,Athaliana,41.486,28,9,29,9,387,44.3,5.99,55.16,9,ath:AT4G24820; Q6EMB5; Q93Y35; Q9SZX2,0,7724895.534,11062146.68,14410257.62,3156667.998,9650514.276,9665761.393,12597184.76,12446936,-0.287159424,0.492789662,,,,,,
High,IsMasterProtein,Q9LFS0,At5g16040 OS=Arabidopsis thaliana OX=3702 GN=At5g16040 PE=1 SV=1,0,Athaliana,30.881,31,9,16,9,396,42.9,5.68,29.9,9,Q9LFS0,0,1471063.498,988630.4132,443059.9876,,442616.3473,3082947.234,2218055.891,1423959.625,-0.889026158,0.440525456,,,,,,
High,IsMasterProtein,O04630,"Threonine--tRNA ligase, mitochondrial 1 OS=Arabidopsis thaliana OX=3702 GN=THRRS PE=1 SV=3",0,Athaliana,57.599,23,14,27,14,709,80.9,6.98,41.53,14,ath:AT5G26830; O04630; O81907; Q84TG4; Q94AG0,0,9741341.194,2821131.591,9946144.599,1265294.824,4739621.838,525336.9389,2870941.479,3646779.297,1.012711665,0.238509856,,,,,,
High,IsMasterProtein,B3H4V4,Defensin-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g77525 PE=1 SV=1,0,Athaliana,23.237,33,2,20,2,79,8.9,6.47,53.18,2,ath:AT1G77525; B3H4V4,0,5454773.082,24595910.59,24400682.22,22359254.27,10146184.31,21315499.76,54329802.15,42840076.5,-0.743866982,0.182939764,,,,,,
High,IsMasterProtein,EGF_HUMAN,pro-epidermal growth factor OS=Homo sapiens,0.009,Contaminant,2.757,1,1,6,1,1207,133.9,5.88,5.21,1,,0,,3213734.061,1682107.367,4178361.982,,5239444.835,2925682,3721306.5,n/a,High,High,High,n/a,High,High,High
High,IsMasterProtein,Q9FIG1,Subtilisin-like protease SBT4.11 OS=Arabidopsis thaliana OX=3702 GN=SBT4.11 PE=2 SV=2,0,Athaliana,62.809,27,13,23,13,736,78.8,8.56,46.93,13,ath:AT5G59130; F4KHS8; Q84WF9; Q9FIG1,0,13231956.66,7341997.702,11748027.96,210413.8686,16555347.26,7911115.274,11031475.03,8188957.516,-0.425323486,0.243141238,,,,,,
High,IsMasterProtein,Q9SXB6,MLO-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=MLO2 PE=1 SV=1,0.004,Athaliana,3.005,2,1,2,1,573,65.5,9.36,3.58,1,ath:AT1G11310; Q9SXB6,0,,511040.2557,304389.6902,348397.6559,810770.5463,175667.2685,975022.4401,736708.75,-0.798065851,0.505264602,,,,,,
High,IsMasterProtein,C0Z361,"Chaperonin 60 subunit beta 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CPN60B3 PE=1 SV=1",0,Athaliana,146.71,39,22,252,4,597,63.3,5.87,539.75,22,ath:AT5G56500; C0Z361; Q0WRG9; Q9FHA9,0,1522388.132,729322.7611,968413.7287,1033778.232,2795179.309,759926.6601,1312274.504,1252033.375,-0.524606383,0.190127159,,,,,,
